,author,album,title,lyrics
226,Joaquín Sabina,Física y química,Todos menos tú,"Nietos de toreros disfrazados de ciclistas
Ediles socialistas, putones verbeneros
Peluqueros de esos que se llaman estilistas
Musculitos, posturitas, cronistas carroñeros
Divorciadas calentonas con pelo a lo Madonna
Trotamundos fantasmas, soplones de la pasma
Pintorcillos vanguardistas, genios del diseño
Camellos que te pasan papelinas contra el sueño
Marcadores de paquete en la cola del retrete
Escritores que no escriben, vividores que no viven
Jet de pacotilla, directores que no ruedan
Más chorizos que en Revilla con corbatas de seda
Muera la locura, viva el trapicheo
Tontopollas sin cura, estrategas del magreo
Petardeo de terraza, pasarela, escaparate
Archy, Joy, Stella, ¿cómo vais de chocolate?
Tiburones de la noche con teléfono en el coche y con fax
Caballeros en oferta, señoritas que se quieren casar
Caraduras, obsesos, gualtrapas, lameculos
Azafatas de congreso del brazo de sus chulos
Superman en camiseta, y en la pista dando brincos
La colección de tetas que hacen bulto en telecinco
Mulatonas caribeñas que ponen a la peña de pie
Blancanieves en trippie, amor descafeinado
Cenicienta violando al príncipe encantado
Cicerones de la ruta del mal. mercachifles del vacío total
Especialistas en nada, inventores del TBO
Julietas demacradas que no encuentran a romeo

Estaban todos menos tú
Todos menos tú
Y yo marcando el 369 22 30
Como un idiota para oírte repetir
En el contestador que te has largado de Madrid

Y una tribu de repatriados de Ibiza
Que dejaron de ser hippies, pero no de ser palizas
Filósofos con caspa, venus oxidadas
Apóstoles del sida, lengua envenenada
Motoristas hitlerianos con guantes en la mano
Guitarristas de Loquillo, kubalas de banquillo
Doctores en chorradas, triunfadores con mosca
Yuppies que esta temporada no se comen una rosca
Equilibristas del tedio, un gorila armando gresca en el bar
Vampiros al asedio de sangre fresca para chupar
Paparazzis, reinonas, skins, perdonavidas
Y un notario de Pamplona que viene a la movida
Muertos que no se suicidan, niñatos, viejos verdes
Y un cuñado de una querida del Marqués de Villaverde
Pinchadiscos que te dejan K.O
Con la cosa del bacalao
Morenazos de bacón y rayos U.V.A.,
Futurólogos borrachos como cubas
Un tal Pepe que te puede contar
Doce mil de lepe sin respirar
Naricillas de saldo, tabiques de platino
Y un psicólogo argentino mostrándote el camino

Estaban todos menos tú
Todos menos tú
Y yo marcando el 369 22 30
Sin escuchar lo que me cuentan
Todos menos tú
Todos menos tú
Y yo más triste que un pingüino en un garaje
Como un borrón en el paisaje de la multitud
De todos menos tú
Y yo marcando el 369 22 30
Sin escuchar lo que me cuentan
Todos menos tú
Y yo con manchas de carmín en la memoria
Igual que un perro en el tejado de mi juventud
Entre todos menos tú
Y yo marcando el 369 22 30
Pasando de lo que me cuentan
Todos menos tú"
227,Joaquín Sabina,Inventario,Tratado De Impaciencia Número 10,"[Letra de ""Tratado De Impaciencia Número 10""]

Aquella noche no llovió
Ni apareciste disculpándote
Diciendo, mientras te sentabas
""Perdóname si llego tarde""

No me abrumaste con preguntas
Ni yo traté de impresionarte
Contando tontas aventuras
Falsas historias de viajes

Ni deambulamos por el barrio
Buscando algún tugurio abierto
Ni te besé cuando la luna
Me sugirió que era el momento

Tampoco fuimos a bailar
Ni tembló un pájaro en tu pecho
Cuando mi boca fue pasando
De las palabras a los hechos

Y no acabamos en la cama
Que es donde acaban estas cosas
Ardiendo juntos en la hoguera
De piel, sudor, saliva y sombra

Así que no andes lamentando
Lo que pudo pasar y no pasó
Aquella noche que fallaste
Tampoco fui a la cita yo"
228,Joaquín Sabina,,Tratado de impaciencia numero 11,
229,Joaquín Sabina,19 días y 500 noches,Una canción para la Magdalena,"Si, a media noche, por la carretera
Que te conté
Detrás de una gasolinera
Donde llené
Te hacen un guiño unas bombillas
Azules, rojas y amarillas
Pórtate bien
Y frena
Y, si la Magdalena
Pide un trago
Tú la invitas a cien
Que yo los pago
Acércate a su puerta y llama
Si te mueres de sed
Si ya no juegas a las damas
Ni con tu mujer
Sólo te pido que me escribas
Contándome si sigue viva
La virgen del pecado
La novia de la flor de la saliva
El sexo con amor de los casados
Dueña de un corazón
Tan cinco estrellas
Que, hasta el hijo de un Dios
Una vez que la vio
Se fue con ella
Y nunca le cobró
La Magdalena
Si estás más solo que la luna
Déjate convencer
Brindando a mi salud, con una
Que yo me sé
Y, cuando suban las bebidas
El doble de lo que te pida
Dale por sus favores
Que, en casa de María de Magdala
Las malas compañías son las mejores
Si llevas grasa en la guantera
O un alma que perder
Aparca, junto a sus caderas
De leche y miel
Entre dos curvas redentoras
La más prohibida de las frutas
Te espera hasta la aurora
La más señora de todas las putas
La más puta de todas las señoras
Con ese corazón
Tan cinco estrellas
Que, hasta el hijo de un Dios
Una vez que la vio
Se fue con ella
Y nunca le cobró
La Magdalena"
230,Joaquín Sabina,500 Noches para una Crisis (En Directo),Una Canción para la Magdalena (Directo),
231,Joaquín Sabina,El hombre del traje gris,Una de romanos,
232,Joaquín Sabina,Diario de un peatón,"Un día sí, cuarenta no (Retrato de familia con perrito)",
233,Joaquín Sabina,Dímelo en la calle,Vámonos Pa’l Sur,"[Letra de ""Vámonos Pa’l Sur""]

Cansado de los besos que no me dabas
Lívido por exceso de sangre fría
Desanudé los nudos que amordazaban
La boca del embudo de la alegría

Porque invertir en latas de sopa boba
Es como barnizar el propio ataúd
Te hubiera dado más de lo que me robas
Le dije al norte cuando me fui pa'l sur

Con dos o tres metáforas en la nuca
Y una gota de plomo en el lacrimal
Mi dueto del cuá-cuá con el pato Lucas
Rodó por los baretos de la ciudad

¿Qué queréis?, aprendí a malvivir del cuento
Pintando autorretratos al portador
Si faltan emociones me las invento
La madrugada no tiene corazón

La salsa de tomate de las heridas
Se corta con un chute de vanidad
Los pájaros no saben de despedidas
Ni dejan prisioneros cuando se van

La cresta de los gallos sin gallinero
Pa'l caldo del puchero del día después
Ayer no me querías, hoy no te quiero
Mañana no tendremos a quien querer

Con dos o tres carámbanos en las tripas
Y un billete de ida a ningún lugar
Mi jeta, mi bombín y mi buena pipa
Me abrieron las ventanas del más acá

No os paséis con la ley ""dímelo en la calle""
Le dijo qué se yo a ciudadano quién
A falta de sustancia sobran detalles
De la estación de Francia ya sale el tren

¿Qué queréis?, aprendí a malvivir del cuento
Pintando autorretratos al portador
Si faltan emociones me las invento
La madrugada no tiene corazón"
234,Joaquín Sabina,Vinagre y rosas,Vinagre y rosas,"[Letra de ""Vinagre y Rosas""]

Cuando aprendí a tragar fuego
El circo ya se había ido
De Albacete a Nueva York
El elefante está ciego
El domador malherido
¿Quién ha mentido, mi amor?

La canción que estoy cantando
Empieza en otras canciones
Y acaba en un hospital
¿Por qué me sigo jugando
La vida a pares o nones
Por fulanita de tal?

Cuando el flautista de Hamelin
Sacó un ratón de su bombín
Polichinela se fugó con Arlequín
Hay mariposas de arrabal
Que nunca aprenden a volar
Vinagre y rosas
A la hora de cenar

La trapecista polaca
Se encaprichó de un forzudo
Caminito de Moscú
Cambió mi oro por su alpaca
Maldita ley del embudo
No valgo menos que tú

El lanzador de cuchillos
Por llevarse algo al bolsillo
Trabaja de afilador
El hombre bala se enfada
Su pólvora está empapada
De tanto decir adiós

Cuando el flautista de Hamelin
Sacó un ratón de su bombín
Polichinela se fugó con Arlequín
Hay mariposas de arrabal
Que nunca aprenden a volar
Vinagre y rosas
A la hora de cenar"
235,Joaquín Sabina,Vinagre y rosas,Violetas para Violeta,"La página de sucesos
Del Mercurio y La Estafeta
Entre dietas para obesos
Chismes y falsos profetas
Confirmaba que sin besos
Se marchitan las violetas

Maldigo del alto cielo
Que nos expropió su canto
Sus décimas, su pañuelo
Su quinchamalí, su llanto
Viola de chicha y pomelo
Cacerolas del espanto

Habráse visto insolencia
Cinismo y alevosía
Contaminan la decencia
Secuestran la fantasía
Cuando clama la inocencia
Llaman a la policía

Lo dijo Violeta Parra
Hermana de Nicanor
Por suerte tengo guitarra
Y sin presumir de voz
Si me invitan a una farra
Cuenten con mi corazón

Volaron desde Chicago
Unos gringos con corbata
Y en una suite de Santiago
Sin pisar Chuquicamata
Defecaron en mi pago
Sobraban las serenatas

Más sola que una maleta
Olvidada en la Gran Vía
Desde que se fue Violeta
Enlutando la poesía
Se ensañan con los poetas
Las faltas de ortografía

La cuequita de mi Chile
Los listos de Guasingtón
La marchitan con fusiles
Que acribillan la razón
Malaya sean los desfiles
Y el cristo que los fundó

Los pobres no somos ricos
Ni el cobre es más que la greda
La libertad cierra el pico
Desde que hay toque de queda
Pregúntale a los milicos
Qué hicieron en La Moneda"
236,Joaquín Sabina,Vinagre y rosas,Virgen de la Amargura,
237,Joaquín Sabina,"Yo, mí, me, contigo",Viridiana,"En Tijuana, tres noches por semana
Se trabajaba en México la nuit
""¿Qui'hubo, señor?. Me llamo Viridiana
Y me apellido veinticinco mil""
Yo no buscaba amores mercenarios
Y ella no era la venus de Buñuel
Pero el tequila de los solitarios
Sabe mejor contigo, mademoiselle
Y dos rondas más tarde la besaba
Y tres besos después me convenció
Y en un meublé por horas que alquilaba
Ahorita les diré lo que pasó
Tantas cosas me dió que no me daban
Tantas caricias casi de verdad
Que a mí se me olvidó que trabajaba
Y ella no se acordó de trabajar
Por eso, sin faltar una semana
Cuando me ven entrar al cabaré
Los mariachis, mirando a Viridiana
Le cantan ""Y volver, volver, volver""
Y, aunque en mi cumpleaños dé una cena
Y no vengan mis hijos a cenar
Con ella cada noche es Nochebuena
Y nunca se termina el carnaval
Porque no hay bajo la luna mexicana
Mejor menú para un perro andaluz
Ni manos que hagan como Viridiana
La tarta de manzana de amour fou
Con el corrido de la bella Malinche
Y el pinche gachupín
¡que viva México la nuit! Que sí
(Mais oui)"
238,Joaquín Sabina,Vinagre y rosas,Viudita de Clicquot,"[Letra de ""Viudita de Clicquot""]

A los quince los cuerdos de atar me cortaron las alas
A los veinte escapé por las malas del pie del altar
A los treinta fui de armas tomar sin chaleco antibalas
Londres fue Montparnasse sin gabachos… Atocha con mar

A los cuarenta y diez naufragué en un plus ultra sin faro
Mi caballo volvió solo a casa, ¿qué fue de John Wayne?
Me pasé de la raya con tal de pasar por el aro
Con 60 qué importa la talla de mis Calvin Klein

Nunca suple templar la guitarra que embrida mi potro
Cuando el dealer me dijo que si no le dije que no
La hormiguita murió, la cigarra se murió con otro
Yo aposté por las fichas caídas de tu dominó

Allons enfants de la patrie
Maldito mayo de París
Vendí en Portobello los clavos de mi cruz
Brindé con el diablo a su salud

Se llamaba Rebeca la gringa que empató conmigo
Me sacaba la lengua en lugar de enseñarme a besar
Me compró una tormenta después de robarme el abrigo
Con la espalda mojada no hay nada peor que soñar

Negocié tablas al ajedrez: tu alfil por mis peones
Abrevé en los pezones con sal de la mujer de Lot
Antes de que tiñera noviembre mis habitaciones
Descorché otra botella con la viudita de Clicquot

Allons enfants de la patrie
Maldito mayo de París
Vendí en Portobello los clavos de mi cruz
Brindé con el diablo a su salud

Mi manera de comprometerme fue darme a la fuga"
239,Joaquín Sabina,Juez y parte,Whisky sin soda,"[Verse 1]
Sólo cumplo años los años bisiestos que acaban en dos
Gasto más que gano, vivo con lo puesto menos un botón
No tengo costumbre de guardar la ropa si voy a nadar
Nunca le hago ascos a la última copa ni al próximo bar

[Pre-Chorus 1]
Vendí por amores y no por dinero mi alma a Belcebú
Y de las dos majas de Goya prefiero la misma que tú

[Chorus]
Que voy a hacerle yo si me gusta el whisky sin soda
El sexo sin boda, las penas con pan
Que voy a hacerle yo si el amor me gusta sin celos
La muerte sin duelo
Eva con Adán
Eva con Adán
Eva con Adán

[Verse 2]
Opino con Sade que al deseo los frenos le sientan fatal
Nunca entiendo el móvil del crimen a menos que sea pasional
Si estrené algún himen, si rompí algún plato en mi mocedad
Hoy ya retirado sólo robo y mato por necesidad

[Pre-Chorus 2]
Siempre que la muerte viene tras mi pista me escapo por pies
Hay que espabilarse si eres trapecista y saltar sin red

[Chorus]
Que voy a hacerle yo si me gusta el whisky sin soda
El sexo sin boda, las penas con pan
Que voy a hacerle yo si el amor me gusta sin celos
La muerte sin duelo
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán
Eva con Adán"
240,Joaquín Sabina,Dímelo en la calle,Ya Eyaculé,"Vístete de putita, corazón
Vuélveme loco
Ponte esas braguitas de nylón
Y luego te las quitas poco a poco
No me tengas a dieta
Me queda una chinita para un peta
Y un disco de boleros
Para jugar contigo
A menos de una cuarta de tu ombligo
A mancharte de tarta los ligueros

Ya, ya, ya eyaculé
(¿ya?)
Ya, ya, ya eyaculé

¡Ay, negra
Si tú sipiera!
Anoche te vi pasar
Y no quise que me viera
A él tú le hará como a mí
Que cuando no tuve plata
Te corrite de bachata
Sin acordarte de mí

Sóngoro cosongo
Songo bé

Vístete de enfermera, corazón
Que estyo malito
Juégate un polvo al trivial del amor
Me llevas de ventaja dos quesitos
No hace falta permiso
Para rodar desnudos por el piso
Como dos sordomudos
Sin otro paraíso
Que el que mi lengua invoca
A las puertas del cielo de tu boca

Ya, ya, ya eyaculé
(¿ya?)
Ya, ya, ya eyaculé

Mamatomba
Serembe cuserembá

El negro canta y se ajuma
El negro se ajuma y canta
El negro canta y se va

Tamba, tamba, tamba, tamba
Tamba del negro que tumba;
Tumba del negro, caramba
Caramba, que el negro tumba:
¡yamba, yambó, yambambé!

Porque, comadre, los duelos
Son menos duelos con risas
Y los ardores con visa
Y los licores con hielo
Y el corazón a deshora
Y las uñas en la cara
Me lo dijo una señora
Disfrazada de cualquiera
Que quiso que la besara
Como si no la quisiera

Ya, ya, ya eyaculé
(¿ya?)
Ya, ya, ya eyaculé"
241,Joaquín Sabina,Física y química,Y Nos Dieron Las Diez,"[Letra de ""Y Nos Dieron Las Diez""]

Fue en un pueblo con mar
Una noche después de un concierto;
Tú reinabas detrás
De la barra del único bar que vimos abierto

""Cántame una canción
Al oído y te pongo un cubata""
""Con una condición:
Que me dejes abierto el balcón de tus ojos de gata""

Loco por conocer
Los secretos de su dormitorio
Esa noche canté
Al piano del amanecer todo mi repertorio

Los clientes del bar
Uno a uno se fueron marchando
Tú saliste a cerrar
Yo me dije:
""Cuidado, chaval, te estás enamorando""

Luego todo pasó
De repente, su dedo en mi espalda
Dibujo un corazón
Y mi mano le correspondió debajo de tu falda

Caminito al hostal
Nos besamos en cada farola
Era un pueblo con mar
Yo quería dormir contigo y tú no querías dormir sola...

Y nos dieron las diez y las once, las doce y la una
Y las dos y las tres
Y desnudos al amanecer nos encontró la luna

Nos dijimos adiós
Ojalá que volvamos a vernos
El verano acabó
El otoño duró lo que tarda en llegar el invierno

Y a tu pueblo el azar
Otra vez el verano siguiente
Me llevó, y al final
Del concierto me puse a buscar tu cara entre la gente

Y no halle quien de ti
Me dijera ni media palabra
Parecía como si
Me quisiera gastar el destino una broma macabra

No había nadie detrás
De la barra del otro verano
Y en lugar de tu bar
Me encontré una sucursal del Banco Hispano Americano

Tu memoria vengué
A pedradas contra los cristales
-""Sé que no lo soñé""-
Protestaba mientras me esposaban los municipales

En mi declaración
Alegué que llevaba tres copas
Y empecé esta canción
En el cuarto donde aquella vez te quitaba la ropa"
242,Joaquín Sabina,Física y química,Yo Quiero Ser Una Chica Almodóvar,"Yo quiero ser una chica Almodóvar
Como la Maura como Victoria Abril
Un poco lista, un poquitín boba
Ir con Madonna en una limousine

Yo quiero ser una chica Almodóvar
Como Bibi, como Miguel Bosé
Pasar de todo y no pasar de moda
Bailar contigo el ultimo cuplé

Y no parar de viajar del invierno al verano
De Madrid a New York, del abrazo al olvido
Dejarte entre tinieblas escuchando un ruido
De tacones lejanos

Encontrar la salida de este gris laberinto
Sin pasión ni pecado ni locura ni incesto
Tener en cada puerto un amante distinto
No gritar ¿qué he hecho yo para merecer esto?

Yo quiero ser una chica Almodóvar
Como Pepi, como Luci, como Boom
Venderle al Garbo mis secretos de alcoba
Ponerme luto por un matador

Yo quiero ser una chica Almodóvar
Que a su chico le suplique: ""¡átame!""
No dar el alma sino a quien me la roba
Desayunar en Tiffany's con él

Y no permitir que me coman el coco
Esas chungas movidas de croatas y servios
Ir por la vida al borde de un ataque de nervios
Con faldas y a lo loco
(¿Quién soy yo, adónde voy?)

Encontrar la salida de este gris laberinto
Sin pasión ni pecado ni locura ni incesto
Tener en cada puerto un amante distinto
No gritar ¿qué he hecho yo para merecer esto?

Como Patti diphusa escribir mis memorias
Apuntarme a cualquier clase de bombardeo
No tener otra fe que la piel ni más ley
Que la ley del deseo

Encontrar la salida de este gris laberinto
Sin pasión ni pecado ni locura ni incesto
Tener en cada puerto un amante distinto
No gritar ¿qué he hecho yo para merecer esto?"
